Input Data,Action,Model Task,Model,Framework/Library,Github stars,Normalized Github stars,Citations,Normalized Citations,Open Source/Proprietary,License,Model Size(MB),Model Size Normalized(MB),Memory Requirement(training),Memory Requirement Numeric,Memory Requirement Normalized,Hardware Accelerators,Hardware Accelerators Normalized,Minimum Hardware Accelerators,Detailed Documentation,Institution,Institution Encoded,URL,Paper link,Detailed Documentation Encoded,Overall_Score,Performance_Score,Popularity_Score,Licensing_Score,Hardware_Score,Documentation_Score,Institution_Score
Video/Images,estimate the pose or body positioning of people or objects within the input.,Pose estimation,AdelaiDet,PyTorch,2.9,0.0392953929539295,2168.0,0.0215764331210191,Propriatary,BSD-2.0 license,0.648,0.0006195028680688,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,n.a,0.0,https://github.com/aim-uofa/AdelaiDet.git,http://openaccess.thecvf.com/content_ICCV_2019/html/Tian_FCOS_Fully_Convolutional_One-Stage_Object_Detection_ICCV_2019_paper.html,0,0.4515986363739427,0.8996902485659657,0.0322078090207653,0.5,0.335,0.5,0.0
Video/Images,assign a label or category to the input image based on its content.,Image classfication,MobileNetV2,MXNet,2.6,0.035230352303523,9633.0,0.0958698248407643,Open source,MIT license,21.367,0.0204273422562141,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/osmr/imgclsmob.git,http://openaccess.thecvf.com/content_cvpr_2018/html/Sandler_MobileNetV2_Inverted_Residuals_CVPR_2018_paper.html,1,0.4740831269252518,0.9564529955385596,0.0594861413184195,0.5,0.335,0.5,0.0
Video/Images,assign a label or category to the input image based on its content.,Image classfication,EfficientNet,Tensorflow,4.8,0.065040650406504,6792.0,0.0675955414012738,Open source,Apache-2.0 license,46.76,0.0447036328871892,8-16 GB,12.0,0.2,GPU/TPU,1.0,1.0,Yes,Google,1.0,https://github.com/tensorflow/tpu.git,http://proceedings.mlr.press/v97/tan19a.html,1,0.576506976427804,0.8776481835564054,0.0660626068044119,0.5,0.5,0.5,1.0
Video/Images,assign a label or category to the input image based on its content.,Image classfication,resnest269,Gluon,5.8,0.078590785907859,1725.0,0.0171675955414012,Open source,Apache-2.0 license,32,0.0305927342256214,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/dmlc/gluon-cv/,Unknown,1,0.451465391818412,0.8847036328871893,0.0540215097612758,0.5,0.335,0.5,0.0
Video/Images,assign a label or category to the input image based on its content.,Image classfication,ClassyVision,PyTorch,1.5,0.0203252032520325,359.0,0.0035728503184713,Open source,MIT license,4.543,0.0043432122370936,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/facebookresearch/ClassyVision.git,https://arxiv.org/abs/1708.03888,1,0.4473233705801576,0.8978283938814533,0.013624262078608,0.5,0.335,0.5,0.0
Video/Images,assign a label or category to the input image based on its content.,Image classfication,SqueezeNet,Caffe2,0.4,0.005420054200542,5746.0,0.0571855095541401,Open source,BSD-2-Clause license,0.577,0.0005516252390057,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,No,n.a,0.0,https://github.com/songhan/SqueezeNet-Deep-Compression.git,https://arxiv.org/abs/1602.07360,0,0.4703925034825454,0.9663908540471638,0.0261262363419812,0.5,0.335,0.5,0.0
Video/Images,assign a label or category to the input image based on its content.,Image classfication,Super-gradients,PyTorch,0.4,0.005420054200542,1068.0,0.0106289808917197,Open source,Apache-2.0 license,43.795,0.0418690248565965,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Deci AI,0.0,https://github.com/Deci-AI/super-gradients.git,http://openaccess.thecvf.com/content_CVPRW_2020/html/w28/Wang_CSPNet_A_New_Backbone_That_Can_Enhance_Learning_Capability_of_CVPRW_2020_paper.html,1,0.4404703712469131,0.8790654875717018,0.007503624877013,0.5,0.335,0.5,0.0
Video/Images,assign a label or category to the input image based on its content.,Image classfication,vissl,PyTorch,2.7,0.0365853658536585,89.0,0.0008857484076433,Open source,MIT license,19.81,0.0189388145315487,16-32 GB,24.0,0.4666666666666667,GPU,0.67,2.0,Yes,Facebook,1.0,https://github.com/facebookresearch/vissl.git,https://proceedings.neurips.cc/paper/2021/hash/a655fbe4b8d7439994aa37ddad80de56-Abstract.html,1,0.4318702815953181,0.7571972594008923,0.0223055188752524,0.5,-0.1649999999999999,0.5,1.0
Video/Images,assign a label or category to the input image based on its content.,Image Classification,timm/mobilenetv3_small_100.lamb_in1k,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/timm/mobilenetv3_small_100.lamb_in1k,Unknown,0,,,,0.5,,0.5,
Video/Images,assign a label or category to the input image based on its content.,Image Classification,nvidia/MambaVision-L3-512-21K,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/nvidia/MambaVision-L3-512-21K,Unknown,0,,,,0.5,,0.5,
Video/Images,assign a label or category to the input image based on its content.,Image Classification,google/vit-base-patch16-224,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Intel/dpt-hybrid-midas,Unknown,0,,,,0.5,,0.5,
Video/Images,,Zero-shot Image Classification,openai/clip-vit-large-patch14,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/openai/clip-vit-large-patch14,Unknown,0,,,,0.5,,0.5,
Video/Images,,Zero-shot Image Classification,google/siglip-so400m-patch14-384,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/siglip-so400m-patch14-384,Unknown,0,,,,0.5,,0.5,
Video/Images,,Zero-shot Image Classification,microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224,Unknown,0,,,,0.5,,0.5,
Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,Non-local neural networks,Caffe2,1.9,0.0257452574525745,5424.0,0.0539808917197452,Open source,Creative Commons Public license,4.527,0.0043279158699808,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/facebookresearch/video-nonlocal-net.git,http://openaccess.thecvf.com/content_cvpr_2018/html/Wang_Non-Local_Neural_Networks_CVPR_2018_paper.html,1,0.4520087148513914,0.8978360420650096,0.0370395111594427,0.5,0.335,0.5,0.0
Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,Grad-Cam++,Tensorflow,0.3,0.0040650406504065,944.0,0.0093949044585987,Open source,N.a,7.061,0.0067504780114722,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/adityac94/Grad_CAM_plus_plus.git,https://ieeexplore.ieee.org/abstract/document/8354201/?casa_token=B7kjKcrnGooAAAAA:fuFMNlRZRZlvL8zABgjnQYMeIcQXYkdWWvFo0Mvav_LfYIk8SH9N8y5S3uSAzIfkF7DwtfxlZ4o,1,0.4654768255330158,0.9632914276609306,0.0061969861736833,0.5,0.335,0.5,0.0
Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,slowfast,Gluon,0.0,0.0,0.0,0.0,Open source,N.a,,0.0,16-32 GB,24.0,0.4666666666666667,GPU,0.67,2.0,Yes,n.a,0.0,Unknown,Unknown,1,0.33025,0.7666666666666666,0.0,0.5,-0.1649999999999999,0.5,0.0
Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,3D-ResNets-PyTorch,PyTorch,3.3,0.0447154471544715,53.0,0.0005274681528662,Open source,MIT license,0.336,0.000321223709369,16-32 GB,24.0,0.4666666666666667,GPU,0.67,2.0,Yes,n.a,0.0,https://github.com/kenshohara/3D-ResNets-PyTorch.git,https://arxiv.org/abs/2004.04968,1,0.3356098675543605,0.7665060548119822,0.0270402555538293,0.5,-0.1649999999999999,0.5,0.0
Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,PaddleDetection(non-local-neural-networks),Paddle,0.0,0.0,10632.0,0.105812101910828,Open source,Unknown,0,0.0,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,n.a,0.0,Unknown,https://arxiv.org/abs/1711.07971,0,0.4537149681528662,0.9,0.0423248407643312,0.5,0.335,0.5,0.0
Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,Towhee,PyTorch,0.8,0.010840108401084,69.0,0.000686703821656,Open source,Apache-2.0,34.159,0.0326567877629063,16-32 GB,24.0,0.4666666666666667,GPU,0.67,1.0,yes,Towhee-io,0.0,https://github.com/towhee-io/towhee.git,https://openaccess.thecvf.com/content/CVPR2022/html/Liu_Swin_Transformer_V2_Scaling_Up_Capacity_and_Resolution_CVPR_2022_paper.html,1,0.4017072311494266,0.7503382727852135,0.0067787465693128,0.5,0.335,0.5,0.0
Video/Images,identify and classify the actions performed by people or objects in the input video.,Action recognition,scenic,JAX,1.1,0.0149051490514905,12.0,0.0001194267515923,Open source,Apache-2.0,25.641,0.0245133843212237,16-32 GB,24.0,0.4666666666666667,GPU/TPU,1.0,1.0,Yes,Google,1.0,https://github.com/google-research/scenic.git,https://openaccess.thecvf.com/content/CVPR2022/html/Yan_Multiview_Transformers_for_Video_Recognition_CVPR_2022_paper.html,1,0.5281211643781227,0.7544099745060548,0.0089908601315312,0.5,0.5,0.5,1.0
Video/Images,,Mask Generation,facebook/sam-vit-huge,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/sam-vit-huge,Unknown,0,,,,0.5,,0.5,
Video/Images,,Mask Generation,Zigeng/SlimSAM-uniform-77,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Zigeng/SlimSAM-uniform-77,Unknown,0,,,,0.5,,0.5,
Video/Images,,Mask Generation,facebook/sam2.1-hiera-large,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/sam2.1-hiera-large,Unknown,0,,,,0.5,,0.5,
Video/Images,,Text-to-3d,Zhengyi/LLaMA-Mesh,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Zhengyi/LLaMA-Mesh,Unknown,0,,,,0.5,,0.5,
Video/Images,,Text-to-3d,openai/shap-e,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/openai/shap-e,Unknown,0,,,,0.5,,0.5,
Video/Images,,Text-to-3d,ashawkey/LGM,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/ashawkey/LGM,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-3d,TencentARC/InstantMesh,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/TencentARC/InstantMesh,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-3d,JeffreyXiang/TRELLIS-image-large,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/JeffreyXiang/TRELLIS-image-large,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-3d,stabilityai/TripoSR,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/stabilityai/TripoSR,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image Segmentation,zongzhuofan/co-detr-vit-large-coco,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/zongzhuofan/co-detr-vit-large-coco,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image Segmentation,briaai/RMBG-2.0,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/briaai/RMBG-2.0,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image Segmentation,ZhengPeng7/BiRefNet_HR,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/ZhengPeng7/BiRefNet_HR,Unknown,0,,,,0.5,,0.5,
Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,Fully convolutional Networks for Semantic Segmentation,Caffe2,3.2,0.043360433604336,27308.0,0.2717754777070064,Open source,Unknown,0.254,0.0002428298279158,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/shelhamer/fcn.berkeleyvision.org.git,http://openaccess.thecvf.com/content_cvpr_2015/html/Long_Fully_Convolutional_Networks_2015_CVPR_paper.html,1,0.4721588657748934,0.8998785850860421,0.1347264512454041,0.5,0.335,0.5,0.0
Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,SegNet,MXNet,2.6,0.035230352303523,11328.0,0.1127388535031847,Open source,MIT license,21.367,0.0204273422562141,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/osmr/imgclsmob.git,https://ieeexplore.ieee.org/abstract/document/7803544/,1,0.4554326492182454,0.889786328871893,0.0662337527833876,0.5,0.335,0.5,0.0
Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,Mask R-CNN,Tensorflow,73.8,1.0,19654.0,0.1956011146496815,Open source,Apache-2.0 license,594.282,0.5681472275334608,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/tensorflow/models.git,http://openaccess.thecvf.com/content/ICCV2021/html/Birodkar_The_Surprising_Impact_of_Mask-Head_Architecture_on_Novel_Class_Segmentation_ICCV_2021_paper.html,1,0.4956760050419554,0.6159263862332696,0.6782404458598725,0.5,0.335,0.5,0.0
Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,deeplab_resnet_152_coco,Gluon,0.0,0.0,0.0,0.0,Open source,N.a,,0.0,16-32 GB,24.0,0.4666666666666667,GPU,0.67,1.0,Yes,n.a,0.0,Unknown,https://arxiv.org/abs/1612.03716,1,0.40525,0.7666666666666666,0.0,0.5,0.335,0.5,0.0
Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,Pytorch-semantic-segmentation,PyTorch,4.3,0.0582655826558265,757.0,0.0075338375796178,Open source,BSD-3-Clause license,5.159,0.0049321223709369,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/CSAILVision/semantic-segmentation-pytorch.git,https://link.springer.com/article/10.1007/s11263-018-1140-0,1,0.452104758569428,0.8975339388145316,0.037972884625343,0.5,0.335,0.5,0.0
Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,imgclsmob,mxnet,2.6,0.035230352303523,44951.0,0.4473626592356688,Open source,MIT,21.367,0.0204273422562141,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,No,n.a,0.0,https://github.com/osmr/imgclsmob.git,https://link.springer.com/chapter/10.1007/978-3-319-24574-4_28,0,0.5022025536768442,0.9564529955385596,0.2000832750763813,0.5,0.335,0.5,0.0
Video/Images,,Visual Question Answering,dandelin/vilt-b32-finetuned-vqa,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/dandelin/vilt-b32-finetuned-vqa,Unknown,0,,,,0.5,,0.5,
Video/Images,,Visual Question Answering,Salesforce/blip-vqa-base,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Salesforce/blip-vqa-base,Unknown,0,,,,0.5,,0.5,
Video/Images,,Visual Question Answering,openbmb/MiniCPM-Llama3-V-2_5-int4,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/openbmb/MiniCPM-Llama3-V-2_5-int4,Unknown,0,,,,0.5,,0.5,
Video/Images," assign a semantic label to each pixel in the input image, effectively segmenting the image into meaningful regions or objects.",Semantic Segmentation,segmentation-models,Tensorflow,4.0,0.05420054200542,0.0,0.0,Open source,MIT,1.873,0.0017906309751434,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,n.a,0.0,https://github.com/qubvel/segmentation_models.git,https://arxiv.org/abs/2201.02107,1,0.4714854703943789,0.965771351179095,0.032520325203252,0.5,0.335,0.5,0.0
Video/Images,,Depth Estimation,depth-anything/Depth-Anything-V2-Small-hf,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/depth-anything/Depth-Anything-V2-Small-hf,Unknown,0,,,,0.5,,0.5,
Video/Images,,Depth Estimation,tencent/DepthCrafter,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/tencent/DepthCrafter,Unknown,0,,,,0.5,,0.5,
Video/Images,,Depth Estimation,Intel/dpt-hybrid-midas,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Intel/dpt-hybrid-midas,Unknown,0,,,,0.5,,0.5,
Video/Images,,Object Detection,Ultralytics/YOLOv8,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Ultralytics/YOLOv8,Unknown,0,,,,0.5,,0.5,
Video/Images,,Object Detection,facebook/detr-resnet-50,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/detr-resnet-50,Unknown,0,,,,0.5,,0.5,
Video/Images,,Object Detection,microsoft/table-transformer-detection,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/microsoft/table-transformer-detection,Unknown,0,,,,0.5,,0.5,
Video/Images,,Text-to-Image,stable-diffusion-v1-5/stable-diffusion-v1-5,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/stable-diffusion-v1-5/stable-diffusion-v1-5,Unknown,0,,,,0.5,,0.5,
Video/Images,,Text-to-Image,black-forest-labs/FLUX.1-dev,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/black-forest-labs/FLUX.1-dev,Unknown,0,,,,0.5,,0.5,
Video/Images,,Text-to-Image,,,,,0.0,,,Unknown,,,,,,,,,,,,Unknown,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-image,stabilityai/stable-diffusion-xl-refiner-1.0,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/stabilityai/stable-diffusion-xl-refiner-1.0,Unknown,0,,,,0.5,,0.5,
Video/Images,,,,,,,0.0,,,Unknown,,,,,,,,,,,,Unknown,Unknown,0,,,,0.5,,0.5,
Video/Images,,,,,,,0.0,,,Unknown,,,,,,,,,,,,Unknown,Unknown,0,,,,0.5,,0.5,
Video/Images,,,,,,,0.0,,,Unknown,,,,,,,,,,,,Unknown,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-image,lllyasviel/sd-controlnet-canny,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/lllyasviel/sd-controlnet-canny,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-image,stable-diffusion-v1-5/stable-diffusion-inpainting,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/stable-diffusion-v1-5/stable-diffusion-inpainting,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-text,Salesforce/blip-image-captioning-base,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Salesforce/blip-image-captioning-base,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-text,microsoft/trocr-base-handwritten,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/microsoft/trocr-base-handwritten,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-text,IAMJB/chexpert-mimic-cxr-findings-baseline,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/IAMJB/chexpert-mimic-cxr-findings-baseline,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-video,stabilityai/stable-video-diffusion-img2vid-xt,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/stabilityai/stable-video-diffusion-img2vid-xt,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-video,Wan-AI/Wan2.1-I2V-14B-480P-Diffusers,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/Wan-AI/Wan2.1-I2V-14B-480P-Diffusers,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image-to-video,tencent/HunyuanVideo-I2V,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/tencent/HunyuanVideo-I2V,Unknown,0,,,,0.5,,0.5,
Video/Images,,Video Classification ,xclid,,,,0.0,,,Unknown,,,,,,,,,,,,microsoft/xclip-base-patch32 · Hugging Face,Unknown,0,,,,0.5,,0.5,
Video/Images,,Video Classification ,videomaev2,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/MCG-NJU/videomae-base,Unknown,0,,,,0.5,,0.5,
Video/Images,,Video Classification ,vivit-b,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/vivit-b-16x2-kinetics400,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image Feature Extraction,google/vit-base-patch16-224-in21k,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/google/vit-base-patch16-224-in21k,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image Feature Extraction,facebook/dinov2-base,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/facebook/dinov2-base,Unknown,0,,,,0.5,,0.5,
Video/Images,,Image Feature Extraction,nvidia/MambaVision-S-1K,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/nvidia/MambaVision-S-1K,Unknown,0,,,,0.5,,0.5,
Tabular data,summarize and describe the input data using statistical techniques.,Descriptive analysis,Nothing for Descriptive Analysis,?,,0.0,0.0,0.0,,Unknown,,0.0,,,-0.0666666666666666,,,,,,,Unknown,Unknown,0,,1.0333333333333332,0.0,0.5,,0.5,
Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,ShapeNet,Tensorflow,0.0,0.0,0.0,0.0,Open source,N.a,N.a,,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,N.a,0.0,N.a,N.a,1,,,0.0,0.5,0.335,0.5,0.0
Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,Adversarial Autoencoders,PyTorch,0.0,0.0,0.0,0.0,Open source,N.a,N.a,,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,N.a,0.0,N.a,N.a,0,,,0.0,0.5,0.335,0.5,0.0
Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,Recommenders,Tensorflow,13.4,0.1815718157181572,0.0,0.0,Open source,MIT,N.a,,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,N.a,0.0,N.a,N.a,0,,,0.1089430894308943,0.5,0.335,0.5,0.0
Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,mildnet,Tensorflow,0.08,0.0010840108401084,4.0,3.980891719745223e-05,Proprietary,Apache-2.0 license,2.736,0.0026156787762906,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,gofynd,0.0,https://github.com/gofynd/mildnet.git,https://arxiv.org/abs/1903.00905,1,0.4649909141977452,0.9653588272785214,0.000666330070944,0.5,0.335,0.5,0.0
Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,ParlAI,PyTorch,8.9,0.1205962059620596,429.0,0.0042695063694267,Open source ,MIT,1046,1.0,8-16 GB,12.0,0.2,GPU,0.67,1.0,No,Facebook,1.0,https://github.com/facebookresearch/ParlAI.git,Unknown,0,0.4100631052250013,0.4,0.0740655261250064,0.5,0.335,0.5,1.0
Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,PaddleRec,Paddle,3.2,0.043360433604336,267.0,0.0026572452229299,N.a,Apache-2.0 license,184.416,0.1763059273422562,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,PaddlePaddle,1.0,https://github.com/PaddlePaddle/PaddleRec.git,https://arxiv.org/abs/1906.00091,1,0.5242199425490163,0.8118470363288719,0.0270791582517735,0.5,0.335,0.5,1.0
Tabular data," recommend relevant items (e.g., products, movies, music) to users based on their preferences and behaviors.",Recommender systems,FuxiCTR,PyTorch,0.3,0.0040650406504065,87.0,0.0008658439490445,Open source,Apache-2.0 license,0.733,0.0007007648183556,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,Xue-p ai,0.0,https://github.com/xue-pai/FuxiCTR.git,https://dl.acm.org/doi/abs/10.1145/3308558.3313497?casa_token=IeLcnqo6AjYAAAAA:ySsAzSyKCx_pm5lm9ORuTmhGZNd221kkTXZg431qcixPQXqrKoAdHJQPuyEAJ0A236LEZcmbW1QtMQ,1,0.445701957671219,0.8996496175908222,0.0027853619698616,0.5,0.335,0.5,0.0
,,Time Series Forecasting,ibm-granite/granite-timeseries-ttm-r1,,,,0.0,,,Unknown,,,,,,,,,,,,https://huggingface.co/ibm-granite/granite-timeseries-ttm-r1,Unknown,0,,,,0.5,,0.5,
Tabular data,predict future values based on historical patterns.,Time Series Forecasting,Temporal Fusion Transformer (TFT),Tensorflow,23.6,0.3197831978319783,107.0,0.0010648885350318,Open source,Apache-2.0 license,345.126,0.3299483747609942,16-32 GB,24.0,0.4666666666666667,GPU/TPU,1.0,1.0,Yes,N.a,0.0,https://github.com/sktime/pytorch-forecasting,https://arxiv.org/abs/1912.09363,1,0.4189669186084908,0.6016924792861695,0.1922958741131996,0.5,0.5,0.5,0.0
Tabular data,predict future values based on historical patterns.,Time Series Forecasting,LSTNet,PyTorch,0.5,0.0067750677506775,628.0,0.00625,Open source,MIT license,0.012,,8-16 GB,12.0,,GPU,0.67,1.0,No,N.a,0.0,https://github.com/laiguokun/LSTNet.git,https://dl.acm.org/doi/abs/10.1145/3209978.3210006,0,,,0.0065650406504065,0.5,0.335,0.5,0.0
Tabular data,predict future values based on historical patterns.,Time Series Forecasting,darts,PyTorch,4.3,0.0582655826558265,12.0,0.0001194267515923,Open source,Apache-2.0 license,102.753,0.0982342256214149,4-8 GB,6.0,0.0666666666666666,GPU,0.67,1.0,Yes,N.a,0.0,https://github.com/unit8co/darts.git,https://www.jmlr.org/papers/volume23/21-1177/21-1177.pdf,1,0.4575162902156143,0.9175495538559592,0.0350071202941328,0.5,0.335,0.5,0.0
Tabular data,predict future values based on historical patterns.,Time Series Forecasting,gluon-ts,mxnet,2.8,0.037940379403794,207.0,0.0020601114649681,Open source,Apache-2.0 license,11.638,0.0111261950286806,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,awslab,1.0,https://github.com/awslabs/gluon-ts.git,https://www.sciencedirect.com/science/article/pii/S0169207021000637,1,0.5482987251913507,0.8944369024856598,0.0235882722282636,0.5,0.335,0.5,1.0
Tabular data,predict future values based on historical patterns.,Time Series Forecasting,qlib,PyTorch,8.8,0.1192411924119241,12.0,0.0001194267515923,Open source,MIT license,16.068,0.0153613766730401,16-32 GB,24.0,0.4666666666666667,GPU,0.67,1.0,Yes,Microsoft ,1.0,https://github.com/microsoft/qlib.git,https://dl.acm.org/doi/abs/10.1145/3459637.3482315?casa_token=iOmNJfagh8MAAAAA:2fIYJLt4krmbGseVpRYNmAwSqnYOqkn4-UOnasGpSJ47s3t7p5gakMRT38e_DE0t2A-JUQIOLWtlzA,1,0.5172642907286022,0.7589859783301467,0.0715924861477913,0.5,0.335,0.5,1.0
Tabular data,predict future values based on historical patterns.,Time Series Forecasting,DCRNN,Tensorflow,0.9,0.0121951219512195,1378.0,0.0137141719745222,Open source,MIT license,131.01,0.1252485659655831,8-16 GB,12.0,0.2,GPU,0.67,1.0,Yes,liyaguang,0.0,https://github.com/liyaguang/DCRNN.git,https://arxiv.org/abs/1707.01926,1,0.4290232634972706,0.8373757170172085,0.0128027419605405,0.5,0.335,0.5,0.0
,,Time Series Forecasting,n-beats,,,,0.0,,,Unknown,,,,,,,,,,,,https://github.com/philipperemy/n-beats,Unknown,0,,,,0.5,,0.5,
